ID_ESTAC,NOM_ESTACIO,NOM_ORIGINAL,DATA_DIA,DATA_EXTRACCIO,URL_FONT,GRUIX_NEU_MAX,HUMITAT_MITJANA_DIA,PRECIPITACIO_ACUM_DIA,PRESSIO_ATMOSFERICA,RADIACIO_GLOBAL,RATXA_VENT_MAX,TEMPERATURA_MAXIMA_DIA,TEMPERATURA_MINIMA_DIA,TEMPERATURA_MITJANA_DIA
VC,Riba-roja D'ebre - Pantà de Riba-roja,RIBA_ROJA_DEBRE___PANTA_DE_RIBA_ROJA_VC,2026-01-22,2026-01-22 06:48:05,https://www.meteo.cat/observacions/xema/dades?codi=VC&dia=2026-01-22T09:00Z,,95%,0.6 mm,,0.0 MJ/m2,24.8 km/h - 249º 4:55 TU,9.3 °C 0:43 TU,8.2 °C 2:17 TU,8.7 °C
YL,Riudecanyes,RIUDECANYES_YL,2026-01-22,2026-01-22 06:48:08,https://www.meteo.cat/observacions/xema/dades?codi=YL&dia=2026-01-22T09:00Z,,91%,3.1 mm,,0.0 MJ/m2,60.1 km/h - 301º 5:25 TU,9.6 °C 5:24 TU,8.2 °C 2:45 TU,8.8 °C
X5,Roquetes - Pn dels Ports,ROQUETES___PN_DELS_PORTS_X5,2026-01-22,2026-01-22 06:48:10,https://www.meteo.cat/observacions/xema/dades?codi=X5&dia=2026-01-22T09:00Z,2 cm,95%,6.7 mm,997.2 hPa,0.0 MJ/m2,56.2 km/h - 252º 5:13 TU,4.6 °C 0:10 TU,2.0 °C 1:06 TU,2.9 °C
D4,Roses,ROSES_D4,2026-01-22,2026-01-22 06:48:13,https://www.meteo.cat/observacions/xema/dades?codi=D4&dia=2026-01-22T09:00Z,,92%,0.0 mm,994.1 hPa,0.0 MJ/m2,29.2 km/h - 188º 0:04 TU,11.4 °C 0:02 TU,7.5 °C 4:42 TU,10.0 °C
XF,Sabadell - Parc Agrari,SABADELL___PARC_AGRARI_XF,2026-01-22,2026-01-22 06:48:15,https://www.meteo.cat/observacions/xema/dades?codi=XF&dia=2026-01-22T09:00Z,,99%,0.0 mm,994.6 hPa,0.0 MJ/m2,20.5 km/h - 290º 5:22 TU,9.8 °C 4:11 TU,8.5 °C 2:34 TU,9.2 °C
XV,Sant Cugat del Vallès - Car,SANT_CUGAT_DEL_VALLES___CAR_XV,2026-01-22,2026-01-22 06:48:18,https://www.meteo.cat/observacions/xema/dades?codi=XV&dia=2026-01-22T09:00Z,,93%,0.0 mm,,0.0 MJ/m2,13.3 km/h - 260º 5:26 TU,9.8 °C 0:00 TU,8.9 °C 5:01 TU,9.5 °C
WQ,Sant Esteve de la Sarga - Montsec D'ares (1.572 m),SANT_ESTEVE_DE_LA_SARGA___MONTSEC_DARES_1572_M_WQ,2026-01-22,2026-01-22 06:48:20,https://www.meteo.cat/observacions/xema/dades?codi=WQ&dia=2026-01-22T09:00Z,,100%,1.9 mm,,0.0 MJ/m2,33.8 km/h - 319º 4:31 TU,0.8 °C 0:00 TU,-0.8 °C 5:22 TU,0.1 °C
DL,Sant Jaume D'enveja - Illa de Buda,SANT_JAUME_DENVEJA___ILLA_DE_BUDA_DL,2026-01-22,2026-01-22 06:48:23,https://www.meteo.cat/observacions/xema/dades?codi=DL&dia=2026-01-22T09:00Z,,81%,1.2 mm,995.2 hPa,0.0 MJ/m2,33.8 km/h - 312º 5:00 TU,12.1 °C 4:47 TU,10.0 °C 2:35 TU,10.9 °C
M6,Sant Joan de Les Abadesses,SANT_JOAN_DE_LES_ABADESSES_M6,2026-01-22,2026-01-22 06:48:25,https://www.meteo.cat/observacions/xema/dades?codi=M6&dia=2026-01-22T09:00Z,,,sense dades,,,,,,
VV,Sant Llorenç Savall,SANT_LLORENC_SAVALL_VV,2026-01-22,2026-01-22 06:48:28,https://www.meteo.cat/observacions/xema/dades?codi=VV&dia=2026-01-22T09:00Z,,95%,0.0 mm,,,28.1 km/h - 201º 0:33 TU,8.8 °C 2:13 TU,7.0 °C 5:11 TU,7.9 °C
WL,Sant Martí de Riucorb,SANT_MARTI_DE_RIUCORB_WL,2026-01-22,2026-01-22 06:48:30,https://www.meteo.cat/observacions/xema/dades?codi=WL&dia=2026-01-22T09:00Z,,95%,0.5 mm,,0.0 MJ/m2,20.5 km/h - 256º 5:27 TU,8.5 °C 0:08 TU,6.5 °C 5:13 TU,7.2 °C
U3,Sant Martí Sarroca,SANT_MARTI_SARROCA_U3,2026-01-22,2026-01-22 06:48:33,https://www.meteo.cat/observacions/xema/dades?codi=U3&dia=2026-01-22T09:00Z,,89%,0.0 mm,,0.0 MJ/m2,16.6 km/h - 357º 4:39 TU,10.0 °C 0:03 TU,8.4 °C 2:49 TU,9.2 °C
CI,Sant Pau de Segúries,SANT_PAU_DE_SEGURIES_CI,2026-01-22,2026-01-22 06:48:35,https://www.meteo.cat/observacions/xema/dades?codi=CI&dia=2026-01-22T09:00Z,,89%,0.0 mm,995.3 hPa,,50.4 km/h - 245º 0:12 TU,5.1 °C 2:09 TU,3.9 °C 5:27 TU,4.8 °C
UK,Sant Pere de Ribes - Pn del Garraf,SANT_PERE_DE_RIBES___PN_DEL_GARRAF_UK,2026-01-22,2026-01-22 06:48:38,https://www.meteo.cat/observacions/xema/dades?codi=UK&dia=2026-01-22T09:00Z,,96%,1.3 mm,,,,10.3 °C 0:12 TU,8.8 °C 5:29 TU,9.6 °C
U2,Sant Pere Pescador,SANT_PERE_PESCADOR_U2,2026-01-22,2026-01-22 06:48:40,https://www.meteo.cat/observacions/xema/dades?codi=U2&dia=2026-01-22T09:00Z,,83%,0.0 mm,994.4 hPa,0.0 MJ/m2,29.9 km/h - 207º 1:15 TU,11.7 °C 1:12 TU,8.6 °C 4:08 TU,10.3 °C
YO,Sant Sadurní D'anoia,SANT_SADURNI_DANOIA_YO,2026-01-22,2026-01-22 06:48:43,https://www.meteo.cat/observacions/xema/dades?codi=YO&dia=2026-01-22T09:00Z,,96%,0.1 mm,,0.0 MJ/m2,8.3 km/h - 170º 5:10 TU,9.6 °C 0:00 TU,8.2 °C 4:51 TU,9.0 °C
CL,Sant Salvador de Guardiola,SANT_SALVADOR_DE_GUARDIOLA_CL,2026-01-22,2026-01-22 06:48:45,https://www.meteo.cat/observacions/xema/dades?codi=CL&dia=2026-01-22T09:00Z,,100%,0.1 mm,995.8 hPa,0.0 MJ/m2,9.4 km/h - 317º 5:27 TU,7.4 °C 0:07 TU,6.4 °C 4:08 TU,6.8 °C
XS,Santa Coloma de Farners,SANTA_COLOMA_DE_FARNERS_XS,2026-01-22,2026-01-22 06:48:48,https://www.meteo.cat/observacions/xema/dades?codi=XS&dia=2026-01-22T09:00Z,,82%,0.0 mm,,0.0 MJ/m2,44.6 km/h - 199º 0:29 TU,11.6 °C 1:34 TU,7.4 °C 4:49 TU,9.4 °C
UJ,Santa Coloma de Queralt,SANTA_COLOMA_DE_QUERALT_UJ,2026-01-22,2026-01-22 06:48:50,https://www.meteo.cat/observacions/xema/dades?codi=UJ&dia=2026-01-22T09:00Z,,99%,0.0 mm,,0.0 MJ/m2,35.3 km/h - 284º 4:44 TU,6.4 °C 0:29 TU,5.1 °C 5:29 TU,6.0 °C
XN,Seròs,SEROS_XN,2026-01-22,2026-01-22 06:48:53,https://www.meteo.cat/observacions/xema/dades?codi=XN&dia=2026-01-22T09:00Z,,97%,0.1 mm,,0.0 MJ/m2,9.0 km/h - 350º 0:23 TU,8.0 °C 0:01 TU,7.0 °C 5:29 TU,7.7 °C
ZC,Setcases - Ulldeter (2.413 m),SETCASES___ULLDETER_2413_M_ZC,2026-01-22,2026-01-22 06:48:55,https://www.meteo.cat/observacions/xema/dades?codi=ZC&dia=2026-01-22T09:00Z,65 cm,69%,0.4 mm,,0.0 MJ/m2,34.2 km/h - 332º 5:23 TU,-0.6 °C 0:00 TU,-5.2 °C 4:38 TU,-2.7 °C
XT,Solsona,SOLSONA_XT,2026-01-22,2026-01-22 06:48:58,https://www.meteo.cat/observacions/xema/dades?codi=XT&dia=2026-01-22T09:00Z,,97%,0.1 mm,995.5 hPa,0.0 MJ/m2,22.7 km/h - 280º 5:14 TU,5.4 °C 3:29 TU,4.7 °C 0:44 TU,5.0 °C
XH,Sort,SORT_XH,2026-01-22,2026-01-22 06:49:00,https://www.meteo.cat/observacions/xema/dades?codi=XH&dia=2026-01-22T09:00Z,1 cm,100%,2.1 mm,997.0 hPa,,,4.0 °C 0:52 TU,3.7 °C 0:02 TU,3.9 °C
VX,Tagamanent - Pn del Montseny,TAGAMANENT___PN_DEL_MONTSENY_VX,2026-01-22,2026-01-22 06:49:02,https://www.meteo.cat/observacions/xema/dades?codi=VX&dia=2026-01-22T09:00Z,,100%,0.0 mm,,,,4.4 °C 3:19 TU,3.5 °C 5:19 TU,4.1 °C
XE,Tarragona - Complex Educatiu,TARRAGONA___COMPLEX_EDUCATIU_XE,2026-01-22,2026-01-22 06:49:05,https://www.meteo.cat/observacions/xema/dades?codi=XE&dia=2026-01-22T09:00Z,,94%,3.1 mm,994.7 hPa,0.0 MJ/m2,34.9 km/h - 281º 5:11 TU,11.0 °C 5:22 TU,9.5 °C 3:08 TU,9.9 °C
YK,Terrassa,TERRASSA_YK,2026-01-22,2026-01-22 06:49:07,https://www.meteo.cat/observacions/xema/dades?codi=YK&dia=2026-01-22T09:00Z,,100%,0.0 mm,,0.0 MJ/m2,23.0 km/h - 232º 5:11 TU,8.6 °C 4:21 TU,7.5 °C 3:44 TU,8.2 °C
Y6,Tivissa,TIVISSA_Y6,2026-01-22,2026-01-22 06:49:10,https://www.meteo.cat/observacions/xema/dades?codi=Y6&dia=2026-01-22T09:00Z,,92%,3.0 mm,,0.0 MJ/m2,22.3 km/h - 259º 1:45 TU,9.2 °C 0:00 TU,6.4 °C 4:24 TU,7.2 °C
DK,Torredembarra,TORREDEMBARRA_DK,2026-01-22,2026-01-22 06:49:12,https://www.meteo.cat/observacions/xema/dades?codi=DK&dia=2026-01-22T09:00Z,,99%,2.6 mm,994.6 hPa,0.0 MJ/m2,15.5 km/h - 274º 3:38 TU,10.4 °C 1:32 TU,9.3 °C 4:48 TU,10.0 °C
X7,Torres de Segre,TORRES_DE_SEGRE_X7,2026-01-22,2026-01-22 06:49:15,https://www.meteo.cat/observacions/xema/dades?codi=X7&dia=2026-01-22T09:00Z,,97%,0.1 mm,,0.0 MJ/m2,16.2 km/h - 278º 4:14 TU,8.2 °C 1:52 TU,6.7 °C 5:28 TU,7.6 °C
XZ,Torroella de Fluvià,TORROELLA_DE_FLUVIA_XZ,2026-01-22,2026-01-22 06:49:17,https://www.meteo.cat/observacions/xema/dades?codi=XZ&dia=2026-01-22T09:00Z,,81%,0.0 mm,,,,11.6 °C 1:26 TU,7.6 °C 5:28 TU,9.9 °C
UE,Torroella de Montgrí,TORROELLA_DE_MONTGRI_UE,2026-01-22,2026-01-22 06:49:20,https://www.meteo.cat/observacions/xema/dades?codi=UE&dia=2026-01-22T09:00Z,,82%,0.0 mm,,,,12.1 °C 1:24 TU,9.9 °C 4:20 TU,11.3 °C
WR,Torroja del Priorat,TORROJA_DEL_PRIORAT_WR,2026-01-22,2026-01-22 06:49:22,https://www.meteo.cat/observacions/xema/dades?codi=WR&dia=2026-01-22T09:00Z,,100%,1.6 mm,,0.0 MJ/m2,22.0 km/h - 269º 4:39 TU,8.0 °C 4:58 TU,7.2 °C 3:02 TU,7.6 °C
XQ,Tremp,TREMP_XQ,2026-01-22,2026-01-22 06:49:24,https://www.meteo.cat/observacions/xema/dades?codi=XQ&dia=2026-01-22T09:00Z,,100%,1.5 mm,,0.0 MJ/m2,5.4 km/h - 10º 0:54 TU,5.6 °C 0:04 TU,5.2 °C 5:28 TU,5.3 °C
C7,Tàrrega,TARREGA_C7,2026-01-22,2026-01-22 06:49:27,https://www.meteo.cat/observacions/xema/dades?codi=C7&dia=2026-01-22T09:00Z,,99%,0.7 mm,995.4 hPa,0.0 MJ/m2,20.9 km/h - 247º 4:41 TU,8.1 °C 0:29 TU,6.3 °C 5:27 TU,7.0 °C
YG,Tírvia,TIRVIA_YG,2026-01-22,2026-01-22 06:49:30,https://www.meteo.cat/observacions/xema/dades?codi=YG&dia=2026-01-22T09:00Z,,100%,0.1 mm,997.1 hPa,0.0 MJ/m2,11.9 km/h - 152º 0:12 TU,2.6 °C 1:51 TU,1.8 °C 1:15 TU,2.2 °C
UX,Ulldecona - els Valentins,ULLDECONA___ELS_VALENTINS_UX,2026-01-22,2026-01-22 06:49:32,https://www.meteo.cat/observacions/xema/dades?codi=UX&dia=2026-01-22T09:00Z,,86%,0.5 mm,,0.0 MJ/m2,19.8 km/h - 343º 3:49 TU,11.3 °C 4:48 TU,6.8 °C 3:23 TU,8.4 °C
XD,Ulldemolins,ULLDEMOLINS_XD,2026-01-22,2026-01-22 06:49:35,https://www.meteo.cat/observacions/xema/dades?codi=XD&dia=2026-01-22T09:00Z,,89%,0.3 mm,996.1 hPa,0.0 MJ/m2,44.3 km/h - 291º 4:53 TU,6.9 °C 1:41 TU,4.5 °C 5:16 TU,5.5 °C
D2,Vacarisses,VACARISSES_D2,2026-01-22,2026-01-22 06:49:37,https://www.meteo.cat/observacions/xema/dades?codi=D2&dia=2026-01-22T09:00Z,,100%,0.0 mm,995.1 hPa,,,9.0 °C 0:33 TU,6.7 °C 5:04 TU,7.8 °C
V1,Vallfogona de Balaguer,VALLFOGONA_DE_BALAGUER_V1,2026-01-22,2026-01-22 06:49:40,https://www.meteo.cat/observacions/xema/dades?codi=V1&dia=2026-01-22T09:00Z,,91%,0.1 mm,,0.0 MJ/m2,15.5 km/h - 36º 0:21 TU,8.4 °C 4:02 TU,7.8 °C 5:29 TU,8.1 °C
D3,Vallirana,VALLIRANA_D3,2026-01-22,2026-01-22 06:49:42,https://www.meteo.cat/observacions/xema/dades?codi=D3&dia=2026-01-22T09:00Z,,89%,0.3 mm,994.2 hPa,0.0 MJ/m2,25.9 km/h - 307º 5:25 TU,10.7 °C 0:13 TU,9.3 °C 5:25 TU,9.9 °C
XO,Vic,VIC_XO,2026-01-22,2026-01-22 06:49:45,https://www.meteo.cat/observacions/xema/dades?codi=XO&dia=2026-01-22T09:00Z,,96%,0.0 mm,,0.0 MJ/m2,11.5 km/h - 236º 3:09 TU,7.6 °C 0:00 TU,6.2 °C 5:05 TU,7.2 °C
VS,Vielha e Mijaran - Lac Redon (2.247 m),VIELHA_E_MIJARAN___LAC_REDON_2247_M_VS,2026-01-22,2026-01-22 06:49:48,https://www.meteo.cat/observacions/xema/dades?codi=VS&dia=2026-01-22T09:00Z,156 cm,94%,10.5 mm,,0.0 MJ/m2,0.0 km/h - 0º 0:00 TU,-3.5 °C 1:51 TU,-5.1 °C 5:28 TU,-4.0 °C
YN,Vielha e Mijaran - Vielha - Elipòrt,VIELHA_E_MIJARAN___VIELHA___ELIPORT_YN,2026-01-22,2026-01-22 06:49:50,https://www.meteo.cat/observacions/xema/dades?codi=YN&dia=2026-01-22T09:00Z,2 cm,93%,7.0 mm,996.7 hPa,0.0 MJ/m2,16.2 km/h - 248º 1:01 TU,4.2 °C 0:09 TU,0.4 °C 5:27 TU,2.6 °C
DQ,Vila-rodona,VILA_RODONA_DQ,2026-01-22,2026-01-22 06:49:53,https://www.meteo.cat/observacions/xema/dades?codi=DQ&dia=2026-01-22T09:00Z,,93%,0.9 mm,995.3 hPa,0.0 MJ/m2,22.7 km/h - 23º 5:03 TU,9.2 °C 1:20 TU,8.3 °C 4:15 TU,8.6 °C
UG,Viladecans,VILADECANS_UG,2026-01-22,2026-01-22 06:49:55,https://www.meteo.cat/observacions/xema/dades?codi=UG&dia=2026-01-22T09:00Z,,89%,1.9 mm,,0.0 MJ/m2,17.3 km/h - 270º 0:18 TU,12.5 °C 0:32 TU,10.5 °C 5:01 TU,11.4 °C
WS,Viladrau,VILADRAU_WS,2026-01-22,2026-01-22 06:49:58,https://www.meteo.cat/observacions/xema/dades?codi=WS&dia=2026-01-22T09:00Z,,90%,0.0 mm,994.2 hPa,0.0 MJ/m2,36.7 km/h - 218º 0:02 TU,6.0 °C 0:15 TU,4.4 °C 5:20 TU,5.2 °C
W4,Vilafranca del Penedès - la Granada,VILAFRANCA_DEL_PENEDES___LA_GRANADA_W4,2026-01-22,2026-01-22 06:50:01,https://www.meteo.cat/observacions/xema/dades?codi=W4&dia=2026-01-22T09:00Z,,96%,0.3 mm,,0.0 MJ/m2,18.0 km/h - 19º 4:29 TU,9.2 °C 0:08 TU,8.2 °C 4:45 TU,8.8 °C
CQ,Vilanova de Meià,VILANOVA_DE_MEIA_CQ,2026-01-22,2026-01-22 06:50:03,https://www.meteo.cat/observacions/xema/dades?codi=CQ&dia=2026-01-22T09:00Z,,99%,0.5 mm,995.8 hPa,,16.6 km/h - 245º 4:10 TU,6.0 °C 1:54 TU,5.3 °C 5:00 TU,5.8 °C
KE,Vilanova de Sau - Pantà de Sau,VILANOVA_DE_SAU___PANTA_DE_SAU_KE,2026-01-22,2026-01-22 06:50:06,https://www.meteo.cat/observacions/xema/dades?codi=KE&dia=2026-01-22T09:00Z,,,,,,,,,
VM,Vilanova de Segrià,VILANOVA_DE_SEGRIA_VM,2026-01-22,2026-01-22 06:50:08,https://www.meteo.cat/observacions/xema/dades?codi=VM&dia=2026-01-22T09:00Z,,99%,0.2 mm,,0.0 MJ/m2,13.0 km/h - 277º 5:01 TU,8.2 °C 1:20 TU,7.0 °C 5:28 TU,7.8 °C
YR,Vilanova i la Geltrú,VILANOVA_I_LA_GELTRU_YR,2026-01-22,2026-01-22 06:50:11,https://www.meteo.cat/observacions/xema/dades?codi=YR&dia=2026-01-22T09:00Z,,97%,2.0 mm,995.3 hPa,0.0 MJ/m2,15.5 km/h - 334º 4:58 TU,10.8 °C 0:35 TU,9.5 °C 4:42 TU,10.3 °C
D7,Vinebre,VINEBRE_D7,2026-01-22,2026-01-22 06:50:13,https://www.meteo.cat/observacions/xema/dades?codi=D7&dia=2026-01-22T09:00Z,,97%,1.4 mm,996.4 hPa,0.0 MJ/m2,15.5 km/h - 158º 1:34 TU,9.4 °C 1:34 TU,7.5 °C 3:21 TU,8.4 °C
U6,Vinyols i els Arcs - Cambrils,VINYOLS_I_ELS_ARCS___CAMBRILS_U6,2026-01-22,2026-01-22 06:50:16,https://www.meteo.cat/observacions/xema/dades?codi=U6&dia=2026-01-22T09:00Z,,91%,4.1 mm,,0.0 MJ/m2,29.2 km/h - 293º 4:52 TU,10.5 °C 5:29 TU,8.9 °C 3:30 TU,9.4 °C
H1,Òdena,ODENA_H1,2026-01-22,2026-01-22 06:50:18,https://www.meteo.cat/observacions/xema/dades?codi=H1&dia=2026-01-22T09:00Z,,94%,0.4 mm,995.2 hPa,0.0 MJ/m2,27.7 km/h - 278º 5:15 TU,8.4 °C 4:57 TU,7.2 °C 4:02 TU,7.8 °C
