ID_ESTAC,NOM_ESTACIO,NOM_ORIGINAL,DATA_DIA,DATA_EXTRACCIO,URL_FONT,GRUIX_NEU_MAX,HUMITAT_MITJANA_DIA,PRECIPITACIO_ACUM_DIA,PRESSIO_ATMOSFERICA,RADIACIO_GLOBAL,RATXA_VENT_MAX,TEMPERATURA_MAXIMA_DIA,TEMPERATURA_MINIMA_DIA,TEMPERATURA_MITJANA_DIA
UI,Gisclareny,GISCLARENY_UI,2026-02-07,2026-02-07 18:00:01,https://www.meteo.cat/observacions/xema/dades?codi=UI&dia=2026-02-07T09:00Z,,87%,1.8 mm,,,,3.1 °C 11:53 TU,-1.0 °C 7:35 TU,0.8 °C
WC,Golmés,GOLMES_WC,2026-02-07,2026-02-07 18:00:03,https://www.meteo.cat/observacions/xema/dades?codi=WC&dia=2026-02-07T09:00Z,,74%,0.1 mm,,12.1 MJ/m2,32.4 km/h - 243º 10:28 TU,12.8 °C 14:25 TU,4.4 °C 7:14 TU,8.2 °C
YM,Granollers,GRANOLLERS_YM,2026-02-07,2026-02-07 18:00:06,https://www.meteo.cat/observacions/xema/dades?codi=YM&dia=2026-02-07T09:00Z,,57%,0.0 mm,,,,14.7 °C 14:58 TU,8.2 °C 3:46 TU,11.1 °C
WV,Guardiola de Berguedà,GUARDIOLA_DE_BERGUEDA_WV,2026-02-07,2026-02-07 18:00:08,https://www.meteo.cat/observacions/xema/dades?codi=WV&dia=2026-02-07T09:00Z,,79%,0.1 mm,1005.2 hPa,12.3 MJ/m2,22.3 km/h - 210º 12:32 TU,12.8 °C 13:12 TU,-0.6 °C 7:45 TU,4.9 °C
MV,Guixers - Valls,GUIXERS___VALLS_MV,2026-02-07,2026-02-07 18:00:10,https://www.meteo.cat/observacions/xema/dades?codi=MV&dia=2026-02-07T09:00Z,,84%,0.1 mm,,,,10.2 °C 13:33 TU,-1.0 °C 7:11 TU,3.7 °C
D8,Horta de Sant Joan,HORTA_DE_SANT_JOAN_D8,2026-02-07,2026-02-07 18:00:13,https://www.meteo.cat/observacions/xema/dades?codi=D8&dia=2026-02-07T09:00Z,,68%,0.0 mm,1007.7 hPa,11.7 MJ/m2,41.0 km/h - 280º 10:13 TU,12.2 °C 13:49 TU,3.7 °C 7:03 TU,7.7 °C
CP,Isona i Conca Dellà - Sant Romà D'abella,ISONA_I_CONCA_DELLA___SANT_ROMA_DABELLA_CP,2026-02-07,2026-02-07 18:00:15,https://www.meteo.cat/observacions/xema/dades?codi=CP&dia=2026-02-07T09:00Z,,83%,0.0 mm,1006.7 hPa,11.9 MJ/m2,43.6 km/h - 268º 12:03 TU,12.4 °C 14:23 TU,2.4 °C 3:35 TU,6.0 °C
U9,L'aldea - L'aldea,LALDEA___LALDEA_U9,2026-02-07,2026-02-07 18:00:17,https://www.meteo.cat/observacions/xema/dades?codi=U9&dia=2026-02-07T09:00Z,,49%,0.0 mm,,12.0 MJ/m2,21.6 km/h - 344º 9:48 TU,17.9 °C 13:04 TU,10.6 °C 6:44 TU,13.3 °C
UA,L'ametlla de Mar - L'ametlla de Mar,LAMETLLA_DE_MAR___LAMETLLA_DE_MAR_UA,2026-02-07,2026-02-07 18:00:20,https://www.meteo.cat/observacions/xema/dades?codi=UA&dia=2026-02-07T09:00Z,,55%,0.0 mm,,12.2 MJ/m2,31.0 km/h - 243º 12:43 TU,16.8 °C 14:06 TU,8.8 °C 0:00 TU,12.2 °C
CW,L'espluga de Francolí - L'espluga de Francolí,LESPLUGA_DE_FRANCOLI___LESPLUGA_DE_FRANCOLI_CW,2026-02-07,2026-02-07 18:00:22,https://www.meteo.cat/observacions/xema/dades?codi=CW&dia=2026-02-07T09:00Z,,67%,0.0 mm,1006.8 hPa,11.9 MJ/m2,63.0 km/h - 305º 11:42 TU,11.5 °C 14:12 TU,5.6 °C 7:29 TU,8.0 °C
YU,L'esquirol - Cantonigròs,LESQUIROL___CANTONIGROS_YU,2026-02-07,2026-02-07 18:00:24,https://www.meteo.cat/observacions/xema/dades?codi=YU&dia=2026-02-07T09:00Z,,85%,0.0 mm,,6.8 MJ/m2,25.6 km/h - 239º 14:13 TU,8.9 °C 14:32 TU,1.8 °C 6:14 TU,4.1 °C
DF,La Bisbal D'empordà - la Bisbal D'empordà,LA_BISBAL_DEMPORDA___LA_BISBAL_DEMPORDA_DF,2026-02-07,2026-02-07 18:00:27,https://www.meteo.cat/observacions/xema/dades?codi=DF&dia=2026-02-07T09:00Z,,72%,0.0 mm,1003.6 hPa,11.0 MJ/m2,23.0 km/h - 172º 13:35 TU,16.8 °C 14:16 TU,4.3 °C 4:48 TU,10.5 °C
WO,La Bisbal del Penedès - la Bisbal del Penedès,LA_BISBAL_DEL_PENEDES___LA_BISBAL_DEL_PENEDES_WO,2026-02-07,2026-02-07 18:00:29,https://www.meteo.cat/observacions/xema/dades?codi=WO&dia=2026-02-07T09:00Z,,58%,0.0 mm,,,,14.3 °C 13:59 TU,8.3 °C 1:30 TU,10.8 °C
ZE,La Coma i la Pedra - el Port del Comte (2.290 m),LA_COMA_I_LA_PEDRA___EL_PORT_DEL_COMTE_2290_M_ZE,2026-02-07,2026-02-07 18:00:31,https://www.meteo.cat/observacions/xema/dades?codi=ZE&dia=2026-02-07T09:00Z,124 cm,100%,1.2 mm,,8.4 MJ/m2,34.6 km/h - 289º 12:42 TU,-2.6 °C 14:49 TU,-7.6 °C 17:29 TU,-5.3 °C
UM,La Granadella - la Granadella,LA_GRANADELLA___LA_GRANADELLA_UM,2026-02-07,2026-02-07 18:00:33,https://www.meteo.cat/observacions/xema/dades?codi=UM&dia=2026-02-07T09:00Z,,73%,0.0 mm,,11.7 MJ/m2,34.9 km/h - 320º 11:07 TU,11.1 °C 13:45 TU,4.4 °C 7:13 TU,7.3 °C
XB,La Llacuna - la Llacuna,LA_LLACUNA___LA_LLACUNA_XB,2026-02-07,2026-02-07 18:00:36,https://www.meteo.cat/observacions/xema/dades?codi=XB&dia=2026-02-07T09:00Z,,70%,0.0 mm,,,,10.3 °C 15:02 TU,5.2 °C 1:00 TU,7.4 °C
YC,La Pobla de Segur - la Pobla de Segur,LA_POBLA_DE_SEGUR___LA_POBLA_DE_SEGUR_YC,2026-02-07,2026-02-07 18:00:38,https://www.meteo.cat/observacions/xema/dades?codi=YC&dia=2026-02-07T09:00Z,,85%,0.0 mm,1006.9 hPa,8.2 MJ/m2,19.8 km/h - 182º 14:04 TU,11.9 °C 12:49 TU,2.1 °C 5:20 TU,6.1 °C
CR,La Quar - la Quar,LA_QUAR___LA_QUAR_CR,2026-02-07,2026-02-07 18:00:42,https://www.meteo.cat/observacions/xema/dades?codi=CR&dia=2026-02-07T09:00Z,,80%,0.0 mm,1005.3 hPa,,28.1 km/h - 216º 12:48 TU,11.1 °C 13:23 TU,0.3 °C 4:15 TU,4.6 °C
KX,La Roca del Vallès - la Roca del Vallès - Etap Cardedeu,LA_ROCA_DEL_VALLES___LA_ROCA_DEL_VALLES___ETAP_CAR,2026-02-07,2026-02-07 18:00:44,https://www.meteo.cat/observacions/xema/dades?codi=KX&dia=2026-02-07T09:00Z,,,,,,,,,
UW,La Ràpita - els Alfacs,LA_RAPITA___ELS_ALFACS_UW,2026-02-07,2026-02-07 18:00:46,https://www.meteo.cat/observacions/xema/dades?codi=UW&dia=2026-02-07T09:00Z,,62%,0.0 mm,1007.2 hPa,12.0 MJ/m2,23.8 km/h - 204º 15:38 TU,17.1 °C 11:30 TU,9.2 °C 2:30 TU,12.8 °C
CD,La Seu D'urgell - la Seu D'urgell - Bellestar,LA_SEU_DURGELL___LA_SEU_DURGELL___BELLESTAR_CD,2026-02-07,2026-02-07 18:00:49,https://www.meteo.cat/observacions/xema/dades?codi=CD&dia=2026-02-07T09:00Z,,84%,0.2 mm,1005.8 hPa,8.8 MJ/m2,28.8 km/h - 182º 12:54 TU,10.0 °C 15:09 TU,2.2 °C 7:00 TU,5.1 °C
UB,La Tallada D'empordà - la Tallada D'empordà,LA_TALLADA_DEMPORDA___LA_TALLADA_DEMPORDA_UB,2026-02-07,2026-02-07 18:00:51,https://www.meteo.cat/observacions/xema/dades?codi=UB&dia=2026-02-07T09:00Z,,75%,0.0 mm,,11.0 MJ/m2,19.4 km/h - 135º 12:06 TU,16.3 °C 13:10 TU,3.8 °C 5:28 TU,10.1 °C
ZD,La Tosa D'alp (2.478 m),LA_TOSA_DALP_2478_M_ZD,2026-02-07,2026-02-07 18:00:53,https://www.meteo.cat/observacions/xema/dades?codi=ZD&dia=2026-02-07T09:00Z,,94%,,,3.5 MJ/m2,0.4 km/h - 276º 9:50 TU,-4.1 °C 8:38 TU,-7.7 °C 10:00 TU,-6.0 °C
W9,La Vall D'en Bas - la Vall D'en Bas,LA_VALL_DEN_BAS___LA_VALL_DEN_BAS_W9,2026-02-07,2026-02-07 18:00:56,https://www.meteo.cat/observacions/xema/dades?codi=W9&dia=2026-02-07T09:00Z,,66%,0.0 mm,,12.1 MJ/m2,33.8 km/h - 233º 7:37 TU,13.4 °C 14:34 TU,5.4 °C 3:29 TU,9.4 °C
Z2,La Vall de Boí - Boí (2.535 m),LA_VALL_DE_BOI___BOI_2535_M_Z2,2026-02-07,2026-02-07 18:00:58,https://www.meteo.cat/observacions/xema/dades?codi=Z2&dia=2026-02-07T09:00Z,119 cm,95%,1.4 mm,,6.0 MJ/m2,13.7 km/h - 295º 4:16 TU,-0.3 °C 13:56 TU,-9.6 °C 5:58 TU,-5.7 °C
YD,Les Borges Blanques - Les Borges Blanques,LES_BORGES_BLANQUES___LES_BORGES_BLANQUES_YD,2026-02-07,2026-02-07 18:01:01,https://www.meteo.cat/observacions/xema/dades?codi=YD&dia=2026-02-07T09:00Z,,70%,0.0 mm,1007.0 hPa,11.8 MJ/m2,45.7 km/h - 255º 11:09 TU,13.9 °C 14:12 TU,5.4 °C 0:44 TU,8.8 °C
US,Les Cases D'alcanar,LES_CASES_DALCANAR_US,2026-02-07,2026-02-07 18:01:03,https://www.meteo.cat/observacions/xema/dades?codi=US&dia=2026-02-07T09:00Z,,59%,0.0 mm,,12.0 MJ/m2,20.5 km/h - 318º 4:58 TU,16.9 °C 11:03 TU,6.2 °C 1:57 TU,12.3 °C
Z5,Lladorre - Certascan (2.400 m),LLADORRE___CERTASCAN_2400_M_Z5,2026-02-07,2026-02-07 18:01:06,https://www.meteo.cat/observacions/xema/dades?codi=Z5&dia=2026-02-07T09:00Z,166 cm,89%,0.2 mm,,6.6 MJ/m2,22.3 km/h - 244º 17:08 TU,0.4 °C 13:27 TU,-7.4 °C 8:49 TU,-5.2 °C
VO,Lladurs,LLADURS_VO,2026-02-07,2026-02-07 18:01:08,https://www.meteo.cat/observacions/xema/dades?codi=VO&dia=2026-02-07T09:00Z,,81%,0.1 mm,,11.1 MJ/m2,23.8 km/h - 242º 11:52 TU,10.5 °C 14:23 TU,0.8 °C 6:26 TU,5.3 °C
YJ,Lleida - la Femosa,LLEIDA___LA_FEMOSA_YJ,2026-02-07,2026-02-07 18:01:11,https://www.meteo.cat/observacions/xema/dades?codi=YJ&dia=2026-02-07T09:00Z,,74%,0.0 mm,,11.7 MJ/m2,36.7 km/h - 279º 12:26 TU,13.6 °C 14:20 TU,3.5 °C 6:42 TU,8.5 °C
VK,Lleida - Raimat,LLEIDA___RAIMAT_VK,2026-02-07,2026-02-07 18:01:13,https://www.meteo.cat/observacions/xema/dades?codi=VK&dia=2026-02-07T09:00Z,,79%,0.2 mm,1007.5 hPa,11.9 MJ/m2,37.8 km/h - 277º 10:57 TU,13.1 °C 14:23 TU,0.3 °C 6:48 TU,7.3 °C
WI,Maials,MAIALS_WI,2026-02-07,2026-02-07 18:01:16,https://www.meteo.cat/observacions/xema/dades?codi=WI&dia=2026-02-07T09:00Z,,75%,0.2 mm,,11.9 MJ/m2,29.2 km/h - 284º 11:52 TU,12.9 °C 14:07 TU,1.1 °C 6:09 TU,7.2 °C
WT,Malgrat de Mar,MALGRAT_DE_MAR_WT,2026-02-07,2026-02-07 18:01:18,https://www.meteo.cat/observacions/xema/dades?codi=WT&dia=2026-02-07T09:00Z,,64%,0.0 mm,1004.1 hPa,13.0 MJ/m2,36.7 km/h - 253º 16:39 TU,17.5 °C 13:18 TU,5.7 °C 4:34 TU,11.7 °C
D1,Margalef,MARGALEF_D1,2026-02-07,2026-02-07 18:01:20,https://www.meteo.cat/observacions/xema/dades?codi=D1&dia=2026-02-07T09:00Z,,77%,0.1 mm,1007.9 hPa,11.6 MJ/m2,53.3 km/h - 253º 12:10 TU,12.6 °C 13:03 TU,2.2 °C 7:46 TU,7.1 °C
C9,Mas de Barberans,MAS_DE_BARBERANS_C9,2026-02-07,2026-02-07 18:01:22,https://www.meteo.cat/observacions/xema/dades?codi=C9&dia=2026-02-07T09:00Z,,46%,0.0 mm,1007.0 hPa,11.5 MJ/m2,47.9 km/h - 312º 3:34 TU,16.1 °C 13:42 TU,9.1 °C 7:35 TU,12.4 °C
YE,Massoteres,MASSOTERES_YE,2026-02-07,2026-02-07 18:01:25,https://www.meteo.cat/observacions/xema/dades?codi=YE&dia=2026-02-07T09:00Z,,83%,0.2 mm,,12.1 MJ/m2,55.4 km/h - 262º 11:38 TU,10.7 °C 14:25 TU,2.8 °C 8:31 TU,6.4 °C
YV,Mataró,MATARO_YV,2026-02-07,2026-02-07 18:01:27,https://www.meteo.cat/observacions/xema/dades?codi=YV&dia=2026-02-07T09:00Z,,53%,0.0 mm,,,41.4 km/h - 322º 12:52 TU,16.0 °C 14:01 TU,9.4 °C 3:40 TU,12.4 °C
WP,Mediona - Canaletes,MEDIONA___CANALETES_WP,2026-02-07,2026-02-07 18:01:30,https://www.meteo.cat/observacions/xema/dades?codi=WP&dia=2026-02-07T09:00Z,,63%,0.0 mm,,12.4 MJ/m2,43.9 km/h - 316º 10:37 TU,12.5 °C 14:48 TU,6.7 °C 2:08 TU,9.6 °C
Z3,Meranges - Malniu (2.230 m),MERANGES___MALNIU_2230_M_Z3,2026-02-07,2026-02-07 18:01:32,https://www.meteo.cat/observacions/xema/dades?codi=Z3&dia=2026-02-07T09:00Z,115 cm,82%,0.2 mm,,10.5 MJ/m2,18.0 km/h - 258º 2:28 TU,0.4 °C 9:47 TU,-5.8 °C 7:21 TU,-3.7 °C
XI,Mollerussa,MOLLERUSSA_XI,2026-02-07,2026-02-07 18:01:35,https://www.meteo.cat/observacions/xema/dades?codi=XI&dia=2026-02-07T09:00Z,,74%,0.0 mm,1007.4 hPa,12.0 MJ/m2,28.1 km/h - 241º 10:24 TU,13.0 °C 13:52 TU,5.3 °C 7:49 TU,8.5 °C
CG,Molló - Fabert,MOLLO___FABERT_CG,2026-02-07,2026-02-07 18:01:37,https://www.meteo.cat/observacions/xema/dades?codi=CG&dia=2026-02-07T09:00Z,2 cm,71%,0.0 mm,1003.7 hPa,8.7 MJ/m2,31.7 km/h - 331º 1:26 TU,6.9 °C 11:21 TU,0.3 °C 5:25 TU,3.3 °C
WN,Monistrol de Montserrat - Montserrat - Sant Dimes,MONISTROL_DE_MONTSERRAT___MONTSERRAT___SANT_DIMES_,2026-02-07,2026-02-07 18:01:40,https://www.meteo.cat/observacions/xema/dades?codi=WN&dia=2026-02-07T09:00Z,,63%,0.0 mm,,13.2 MJ/m2,79.9 km/h - 303º 3:52 TU,7.7 °C 14:09 TU,4.4 °C 10:31 TU,5.9 °C
YF,Mont-roig del Camp - Miami Platja,MONT_ROIG_DEL_CAMP___MIAMI_PLATJA_YF,2026-02-07,2026-02-07 18:01:42,https://www.meteo.cat/observacions/xema/dades?codi=YF&dia=2026-02-07T09:00Z,,56%,0.0 mm,1006.6 hPa,11.7 MJ/m2,71.3 km/h - 284º 5:30 TU,17.0 °C 13:49 TU,9.4 °C 2:41 TU,12.5 °C
Z9,Montellà i Martinet - Cadí Nord (2.143 m) - Prat D'aguiló,MONTELLA_I_MARTINET___CADI_NORD_2143_M___PRAT_DAGU,2026-02-07,2026-02-07 18:01:45,https://www.meteo.cat/observacions/xema/dades?codi=Z9&dia=2026-02-07T09:00Z,175 cm,86%,2.3 mm,,12.5 MJ/m2,26.3 km/h - 234º 11:27 TU,0.9 °C 10:46 TU,-6.2 °C 17:07 TU,-3.8 °C
V4,Montesquiu,MONTESQUIU_V4,2026-02-07,2026-02-07 18:01:47,https://www.meteo.cat/observacions/xema/dades?codi=V4&dia=2026-02-07T09:00Z,,79%,0.0 mm,,,,12.9 °C 14:34 TU,1.8 °C 6:30 TU,6.0 °C
XA,Montmaneu - la Panadella,MONTMANEU___LA_PANADELLA_XA,2026-02-07,2026-02-07 18:01:49,https://www.meteo.cat/observacions/xema/dades?codi=XA&dia=2026-02-07T09:00Z,,82%,0.0 mm,1007.3 hPa,11.8 MJ/m2,55.4 km/h - 291º 12:35 TU,7.9 °C 14:31 TU,2.3 °C 6:54 TU,4.7 °C
CY,Muntanyola,MUNTANYOLA_CY,2026-02-07,2026-02-07 18:01:52,https://www.meteo.cat/observacions/xema/dades?codi=CY&dia=2026-02-07T09:00Z,,76%,0.0 mm,1004.8 hPa,12.4 MJ/m2,56.9 km/h - 261º 6:44 TU,9.1 °C 15:07 TU,3.4 °C 6:22 TU,5.7 °C
Y5,Navata,NAVATA_Y5,2026-02-07,2026-02-07 18:01:54,https://www.meteo.cat/observacions/xema/dades?codi=Y5&dia=2026-02-07T09:00Z,,74%,0.0 mm,,10.8 MJ/m2,31.3 km/h - 191º 11:36 TU,15.7 °C 13:32 TU,4.6 °C 6:52 TU,10.2 °C
MW,Navès,NAVES_MW,2026-02-07,2026-02-07 18:01:56,https://www.meteo.cat/observacions/xema/dades?codi=MW&dia=2026-02-07T09:00Z,,,,,,,,,
VY,Nulles,NULLES_VY,2026-02-07,2026-02-07 18:01:59,https://www.meteo.cat/observacions/xema/dades?codi=VY&dia=2026-02-07T09:00Z,,56%,0.0 mm,,,,14.3 °C 13:27 TU,7.2 °C 2:03 TU,10.6 °C
W5,Oliana,OLIANA_W5,2026-02-07,2026-02-07 18:02:01,https://www.meteo.cat/observacions/xema/dades?codi=W5&dia=2026-02-07T09:00Z,,81%,0.1 mm,,11.1 MJ/m2,31.7 km/h - 264º 11:48 TU,11.9 °C 14:44 TU,0.6 °C 7:06 TU,6.2 °C
WA,Oliola,OLIOLA_WA,2026-02-07,2026-02-07 18:02:03,https://www.meteo.cat/observacions/xema/dades?codi=WA&dia=2026-02-07T09:00Z,,83%,0.0 mm,,11.7 MJ/m2,41.4 km/h - 256º 11:51 TU,12.0 °C 14:06 TU,2.7 °C 3:04 TU,6.8 °C
YB,Olot,OLOT_YB,2026-02-07,2026-02-07 18:02:06,https://www.meteo.cat/observacions/xema/dades?codi=YB&dia=2026-02-07T09:00Z,,66%,0.0 mm,1003.8 hPa,11.6 MJ/m2,23.8 km/h - 196º 12:14 TU,13.9 °C 14:46 TU,2.0 °C 6:46 TU,8.7 °C
CJ,Organyà,ORGANYA_CJ,2026-02-07,2026-02-07 18:02:08,https://www.meteo.cat/observacions/xema/dades?codi=CJ&dia=2026-02-07T09:00Z,,85%,0.1 mm,1006.4 hPa,7.1 MJ/m2,18.4 km/h - 17º 12:53 TU,12.2 °C 14:39 TU,1.4 °C 5:02 TU,5.4 °C
CC,Orís,ORIS_CC,2026-02-07,2026-02-07 18:02:11,https://www.meteo.cat/observacions/xema/dades?codi=CC&dia=2026-02-07T09:00Z,,78%,0.0 mm,1005.1 hPa,8.3 MJ/m2,31.0 km/h - 175º 17:25 TU,12.4 °C 14:49 TU,1.4 °C 7:30 TU,6.0 °C
UY,Os de Balaguer - el Monestir D'avellanes,OS_DE_BALAGUER___EL_MONESTIR_DAVELLANES_UY,2026-02-07,2026-02-07 18:02:13,https://www.meteo.cat/observacions/xema/dades?codi=UY&dia=2026-02-07T09:00Z,,83%,0.0 mm,,12.9 MJ/m2,32.0 km/h - 274º 11:18 TU,11.3 °C 14:24 TU,1.6 °C 6:46 TU,5.9 °C
YP,Palafrugell,PALAFRUGELL_YP,2026-02-07,2026-02-07 18:02:15,https://www.meteo.cat/observacions/xema/dades?codi=YP&dia=2026-02-07T09:00Z,,73%,0.0 mm,,12.9 MJ/m2,25.2 km/h - 180º 12:49 TU,15.5 °C 13:37 TU,4.2 °C 3:34 TU,10.6 °C
J5,Pantà de Darnius - Boadella,PANTA_DE_DARNIUS___BOADELLA_J5,2026-02-07,2026-02-07 18:02:18,https://www.meteo.cat/observacions/xema/dades?codi=J5&dia=2026-02-07T09:00Z,,76%,0.0 mm,1003.6 hPa,10.0 MJ/m2,27.0 km/h - 208º 12:07 TU,16.1 °C 14:02 TU,5.8 °C 6:46 TU,10.5 °C
XG,Parets del Vallès,PARETS_DEL_VALLES_XG,2026-02-07,2026-02-07 18:02:20,https://www.meteo.cat/observacions/xema/dades?codi=XG&dia=2026-02-07T09:00Z,,59%,0.0 mm,1005.3 hPa,12.7 MJ/m2,47.5 km/h - 269º 13:39 TU,15.1 °C 14:16 TU,7.9 °C 0:11 TU,11.6 °C
V5,Perafita,PERAFITA_V5,2026-02-07,2026-02-07 18:02:23,https://www.meteo.cat/observacions/xema/dades?codi=V5&dia=2026-02-07T09:00Z,,84%,0.0 mm,,8.9 MJ/m2,32.0 km/h - 244º 14:14 TU,10.0 °C 14:36 TU,2.1 °C 5:56 TU,5.2 °C
VP,Pinós,PINOS_VP,2026-02-07,2026-02-07 18:02:25,https://www.meteo.cat/observacions/xema/dades?codi=VP&dia=2026-02-07T09:00Z,,85%,0.1 mm,,10.0 MJ/m2,49.3 km/h - 285º 13:22 TU,9.6 °C 14:45 TU,2.4 °C 8:30 TU,5.5 °C
D6,Portbou - Coll dels Belitres,PORTBOU___COLL_DELS_BELITRES_D6,2026-02-07,2026-02-07 18:02:27,https://www.meteo.cat/observacions/xema/dades?codi=D6&dia=2026-02-07T09:00Z,,71%,0.0 mm,1003.0 hPa,10.0 MJ/m2,73.1 km/h - 339º 7:14 TU,14.5 °C 13:08 TU,9.5 °C 6:42 TU,11.3 °C
XR,Prades,PRADES_XR,2026-02-07,2026-02-07 18:02:30,https://www.meteo.cat/observacions/xema/dades?codi=XR&dia=2026-02-07T09:00Z,1 cm,78%,0.1 mm,,12.1 MJ/m2,35.3 km/h - 306º 6:25 TU,7.8 °C 12:55 TU,2.0 °C 7:13 TU,4.4 °C
YA,Puigcerdà,PUIGCERDA_YA,2026-02-07,2026-02-07 18:02:32,https://www.meteo.cat/observacions/xema/dades?codi=YA&dia=2026-02-07T09:00Z,,84%,2.1 mm,1005.9 hPa,7.3 MJ/m2,16.2 km/h - 204º 16:00 TU,7.1 °C 15:14 TU,0.2 °C 7:21 TU,2.4 °C
YH,Pujalt,PUJALT_YH,2026-02-07,2026-02-07 18:02:35,https://www.meteo.cat/observacions/xema/dades?codi=YH&dia=2026-02-07T09:00Z,,85%,0.0 mm,,12.3 MJ/m2,46.8 km/h - 275º 13:21 TU,8.6 °C 15:05 TU,1.6 °C 7:36 TU,4.8 °C
DG,Queralbs - Núria (1.971 m),QUERALBS___NURIA_1971_M_DG,2026-02-07,2026-02-07 18:02:37,https://www.meteo.cat/observacions/xema/dades?codi=DG&dia=2026-02-07T09:00Z,111 cm,68%,0.1 mm,,10.6 MJ/m2,35.3 km/h - 44º 3:09 TU,3.1 °C 14:18 TU,-5.4 °C 5:53 TU,-1.9 °C
VU,Rellinars,RELLINARS_VU,2026-02-07,2026-02-07 18:02:40,https://www.meteo.cat/observacions/xema/dades?codi=VU&dia=2026-02-07T09:00Z,,64%,0.0 mm,,12.4 MJ/m2,22.0 km/h - 210º 15:26 TU,12.5 °C 13:39 TU,6.2 °C 7:41 TU,8.7 °C
VC,Riba-roja D'ebre - Pantà de Riba-roja,RIBA_ROJA_DEBRE___PANTA_DE_RIBA_ROJA_VC,2026-02-07,2026-02-07 18:02:42,https://www.meteo.cat/observacions/xema/dades?codi=VC&dia=2026-02-07T09:00Z,,71%,0.0 mm,,11.6 MJ/m2,48.6 km/h - 252º 10:52 TU,15.1 °C 14:42 TU,5.8 °C 3:32 TU,9.9 °C
YL,Riudecanyes,RIUDECANYES_YL,2026-02-07,2026-02-07 18:02:45,https://www.meteo.cat/observacions/xema/dades?codi=YL&dia=2026-02-07T09:00Z,,54%,0.0 mm,,11.7 MJ/m2,64.4 km/h - 297º 5:19 TU,15.3 °C 12:43 TU,8.8 °C 1:58 TU,11.4 °C
X5,Roquetes - Pn dels Ports,ROQUETES___PN_DELS_PORTS_X5,2026-02-07,2026-02-07 18:02:47,https://www.meteo.cat/observacions/xema/dades?codi=X5&dia=2026-02-07T09:00Z,3 cm,69%,0.0 mm,1007.7 hPa,11.7 MJ/m2,59.0 km/h - 274º 10:13 TU,9.5 °C 13:29 TU,1.9 °C 7:19 TU,4.7 °C
D4,Roses,ROSES_D4,2026-02-07,2026-02-07 18:02:50,https://www.meteo.cat/observacions/xema/dades?codi=D4&dia=2026-02-07T09:00Z,,75%,0.0 mm,1003.7 hPa,11.2 MJ/m2,37.8 km/h - 346º 8:16 TU,15.8 °C 12:44 TU,7.6 °C 3:16 TU,11.6 °C
XF,Sabadell - Parc Agrari,SABADELL___PARC_AGRARI_XF,2026-02-07,2026-02-07 18:02:52,https://www.meteo.cat/observacions/xema/dades?codi=XF&dia=2026-02-07T09:00Z,,68%,0.0 mm,1005.0 hPa,12.6 MJ/m2,44.6 km/h - 268º 12:07 TU,13.5 °C 13:28 TU,7.7 °C 3:13 TU,10.4 °C
XV,Sant Cugat del Vallès - Car,SANT_CUGAT_DEL_VALLES___CAR_XV,2026-02-07,2026-02-07 18:02:55,https://www.meteo.cat/observacions/xema/dades?codi=XV&dia=2026-02-07T09:00Z,,57%,0.0 mm,,12.4 MJ/m2,43.2 km/h - 278º 11:40 TU,14.4 °C 13:34 TU,8.6 °C 1:40 TU,11.2 °C
WQ,Sant Esteve de la Sarga - Montsec D'ares (1.572 m),SANT_ESTEVE_DE_LA_SARGA___MONTSEC_DARES_1572_M_WQ,2026-02-07,2026-02-07 18:02:57,https://www.meteo.cat/observacions/xema/dades?codi=WQ&dia=2026-02-07T09:00Z,,98%,0.0 mm,,8.9 MJ/m2,53.3 km/h - 323º 11:29 TU,1.7 °C 14:43 TU,-2.4 °C 7:26 TU,-0.7 °C
DL,Sant Jaume D'enveja - Illa de Buda,SANT_JAUME_DENVEJA___ILLA_DE_BUDA_DL,2026-02-07,2026-02-07 18:03:00,https://www.meteo.cat/observacions/xema/dades?codi=DL&dia=2026-02-07T09:00Z,,59%,0.0 mm,1007.2 hPa,12.3 MJ/m2,28.1 km/h - 182º 13:16 TU,16.1 °C 12:08 TU,9.2 °C 6:29 TU,12.9 °C
M6,Sant Joan de Les Abadesses,SANT_JOAN_DE_LES_ABADESSES_M6,2026-02-07,2026-02-07 18:03:02,https://www.meteo.cat/observacions/xema/dades?codi=M6&dia=2026-02-07T09:00Z,,,,,,,,,
VV,Sant Llorenç Savall,SANT_LLORENC_SAVALL_VV,2026-02-07,2026-02-07 18:03:04,https://www.meteo.cat/observacions/xema/dades?codi=VV&dia=2026-02-07T09:00Z,,71%,0.0 mm,,,48.2 km/h - 31º 11:53 TU,11.1 °C 15:15 TU,5.5 °C 7:47 TU,7.7 °C
WL,Sant Martí de Riucorb,SANT_MARTI_DE_RIUCORB_WL,2026-02-07,2026-02-07 18:03:06,https://www.meteo.cat/observacions/xema/dades?codi=WL&dia=2026-02-07T09:00Z,,75%,0.0 mm,,11.5 MJ/m2,43.2 km/h - 279º 11:23 TU,11.9 °C 14:47 TU,4.7 °C 7:45 TU,7.6 °C
